13.808344	-0.063278	0.077326
13.808115	-0.059682	0.071795
13.807885	-0.054798	0.070505
13.807656	-0.052117	0.071388
13.807427	-0.050141	0.071391
13.807197	-0.046630	0.073006
13.806968	-0.046431	0.078597
13.806739	-0.053735	0.080475
13.806509	-0.058628	0.070783
13.806280	-0.048163	0.060017
13.806051	-0.031064	0.066658
13.805821	-0.030440	0.086168
13.805592	-0.047538	0.092878
13.805363	-0.056571	0.079509
13.805133	-0.045144	0.070081
13.804904	-0.034575	0.080773
13.804675	-0.043758	0.093180
13.804445	-0.057180	0.086352
13.804216	-0.052265	0.072866
13.803987	-0.038552	0.076547
13.803757	-0.040751	0.091024
13.803528	-0.055883	0.091082
13.803299	-0.058796	0.076007
13.803069	-0.044941	0.069991
13.802840	-0.036502	0.081060
13.802611	-0.044095	0.089741
13.802381	-0.050941	0.083752
13.802152	-0.043392	0.077627
13.801923	-0.033731	0.086848
13.801693	-0.039700	0.102488
13.801464	-0.057556	0.105395
13.801235	-0.069257	0.092998
13.801005	-0.066877	0.079066
13.800776	-0.057990	0.073852
13.800547	-0.051648	0.075374
13.800317	-0.048756	0.077788
13.800088	-0.046160	0.080298
13.799859	-0.044579	0.085733
13.799629	-0.048975	0.092782
13.799400	-0.059965	0.093457
13.799171	-0.067823	0.082672
13.798941	-0.061949	0.069083
13.798712	-0.047026	0.067751
13.798483	-0.040010	0.079504
13.798253	-0.046858	0.088210
13.798024	-0.053785	0.084479
13.797795	-0.049654	0.079801
13.797565	-0.044516	0.086486
13.797336	-0.052441	0.095527
13.797107	-0.066306	0.090352
13.796877	-0.067338	0.074481
13.796648	-0.054075	0.067066
13.796419	-0.043377	0.074425
13.796189	-0.044493	0.084156
13.795960	-0.049975	0.086997
13.795731	-0.053067	0.086856
13.795501	-0.056678	0.087005
13.795272	-0.061404	0.083202
13.795043	-0.060574	0.075641
13.794813	-0.053364	0.073079
13.794584	-0.049490	0.078284
13.794355	-0.053679	0.081619
13.794125	-0.056857	0.076681
13.793896	-0.050941	0.071819
13.793667	-0.043111	0.077160
13.793437	-0.045757	0.087793
13.793208	-0.057764	0.089659
13.792979	-0.065102	0.078860
13.792749	-0.058757	0.066954
13.792520	-0.045514	0.066712
13.792291	-0.039440	0.077349
13.792061	-0.045443	0.086147
13.791832	-0.054002	0.084046
13.791603	-0.053817	0.076798
13.791373	-0.047306	0.076564
13.791144	-0.047004	0.083624
13.790914	-0.055761	0.085027
13.790685	-0.060422	0.074876
13.790456	-0.051534	0.065591
13.790226	-0.039366	0.069991
13.789997	-0.039022	0.081091
13.789768	-0.047088	0.082942
13.789538	-0.047822	0.075832
13.789309	-0.038938	0.074888
13.789080	-0.034829	0.084833
13.788850	-0.042900	0.092382
13.788621	-0.051911	0.087275
13.788392	-0.049145	0.077330
13.788162	-0.037663	0.076367
13.787933	-0.030100	0.086654
13.787704	-0.033153	0.099325
13.787474	-0.043427	0.105657
13.787245	-0.053076	0.103666
13.787016	-0.056378	0.098380
13.786786	-0.055176	0.097410
13.786557	-0.058087	0.101692
13.786328	-0.068938	0.101737
13.786098	-0.078013	0.089914
13.785869	-0.073273	0.074248
13.785640	-0.058597	0.070182
13.785410	-0.050176	0.079415
13.785181	-0.054754	0.088040
13.784952	-0.062728	0.086389
13.784722	-0.064103	0.079273
13.784493	-0.059657	0.074788
13.784264	-0.054047	0.074663
13.784034	-0.049535	0.078396
13.783805	-0.049527	0.085288
13.783576	-0.056582	0.089239
13.783346	-0.063738	0.083586
13.783117	-0.060347	0.074316
13.782888	-0.050015	0.075218
13.782658	-0.048505	0.085895
13.782429	-0.058920	0.089854
13.782200	-0.065205	0.080679
13.781970	-0.058255	0.073086
13.781741	-0.051055	0.077964
13.781512	-0.055483	0.083842
13.781282	-0.060978	0.078094
13.781053	-0.053705	0.070800
13.780824	-0.042972	0.077812
13.780594	-0.047075	0.091690
13.780365	-0.061816	0.092217
13.780136	-0.066477	0.079536
13.779906	-0.057383	0.073246
13.779677	-0.052026	0.079788
13.779448	-0.058541	0.083847
13.779218	-0.063418	0.076011
13.778989	-0.055764	0.068011
13.778760	-0.044809	0.072327
13.778530	-0.043901	0.083295
13.778301	-0.051480	0.088351
13.778072	-0.057685	0.085584
13.777842	-0.058869	0.080851
13.777613	-0.056760	0.077380
13.777384	-0.052352	0.076567
13.777154	-0.048484	0.080615
13.776925	-0.050535	0.087052
13.776696	-0.057828	0.088220
13.776466	-0.061876	0.082315
13.776237	-0.058635	0.077159
13.776008	-0.054254	0.077977
13.775778	-0.053720	0.080441
13.775549	-0.053742	0.080981
13.775320	-0.052600	0.083237
13.775090	-0.055649	0.087609
13.774861	-0.063244	0.086291
13.774632	-0.065310	0.077589
13.774402	-0.057970	0.072998
13.774173	-0.053296	0.078700
13.773944	-0.059637	0.082372
13.773714	-0.064401	0.073178
13.773485	-0.053326	0.063544
13.773256	-0.037115	0.071998
13.773026	-0.038193	0.091944
13.772797	-0.056074	0.099132
13.772568	-0.067775	0.087548
13.772338	-0.062273	0.076166
13.772109	-0.053210	0.078431
13.771880	-0.053900	0.085808
13.771650	-0.059658	0.086921
13.771421	-0.061920	0.084292
