14.238033	-0.041819	-0.031317
14.237804	-0.023656	-0.007281
14.237574	-0.030779	0.019981
14.237345	-0.051547	0.026216
14.237116	-0.059002	0.015921
14.236886	-0.052463	0.015068
14.236657	-0.056973	0.026559
14.236428	-0.077092	0.023903
14.236198	-0.083351	-0.001465
14.235969	-0.059998	-0.018271
14.235740	-0.036813	-0.001844
14.235510	-0.046955	0.023211
14.235281	-0.073932	0.017121
14.235052	-0.073964	-0.013876
14.234822	-0.041548	-0.025412
14.234593	-0.017168	-0.000039
14.234364	-0.028007	0.030442
14.234134	-0.054221	0.034041
14.233905	-0.065218	0.018736
14.233676	-0.060842	0.008863
14.233446	-0.057826	0.007127
14.233217	-0.056874	0.001961
14.232988	-0.047218	-0.004068
14.232758	-0.032397	0.002368
14.232529	-0.028367	0.020689
14.232300	-0.039946	0.035694
14.232070	-0.057195	0.038529
14.231841	-0.072106	0.031721
14.231612	-0.082122	0.017029
14.231382	-0.080515	-0.003684
14.231153	-0.062746	-0.017601
14.230924	-0.042499	-0.011380
14.230694	-0.040617	0.005139
14.230465	-0.053415	0.006427
14.230236	-0.052856	-0.010714
14.230006	-0.027922	-0.017356
14.229777	-0.005674	0.006652
14.229548	-0.015086	0.040680
14.229318	-0.046337	0.050770
14.229089	-0.067035	0.034976
14.228860	-0.067335	0.018431
14.228630	-0.063775	0.012325
14.228401	-0.063793	0.005199
14.228172	-0.055521	-0.005895
14.227942	-0.037267	-0.005006
14.227713	-0.029076	0.012609
14.227484	-0.041290	0.025534
14.227254	-0.054210	0.017876
14.227025	-0.047972	0.005882
14.226796	-0.035146	0.011929
14.226566	-0.040157	0.026820
14.226337	-0.057534	0.023736
14.226108	-0.057895	0.002826
14.225878	-0.033560	-0.005295
14.225649	-0.012652	0.016911
14.225420	-0.021973	0.049548
14.225190	-0.055361	0.061438
14.224961	-0.086034	0.043209
14.224732	-0.093725	0.007854
14.224502	-0.072618	-0.024186
14.224273	-0.030710	-0.031503
14.224044	0.006308	-0.001471
14.223814	0.006276	0.050502
14.223585	-0.036303	0.083187
14.223356	-0.085873	0.068867
14.223126	-0.100690	0.025771
14.222897	-0.078276	-0.003100
14.222668	-0.052240	0.000459
14.222438	-0.047514	0.016462
14.222209	-0.055727	0.020952
14.221980	-0.057324	0.015515
14.221750	-0.051137	0.015720
14.221521	-0.050640	0.023866
14.221292	-0.059465	0.027222
14.221062	-0.065300	0.020123
14.220833	-0.059907	0.014318
14.220604	-0.054162	0.021279
14.220374	-0.063787	0.031984
14.220145	-0.083969	0.025880
14.219916	-0.090695	0.000276
14.219686	-0.071514	-0.021457
14.219457	-0.043638	-0.018199
14.219228	-0.031841	0.002819
14.218998	-0.038159	0.019867
14.218769	-0.048246	0.027099
14.218540	-0.059529	0.032618
14.218310	-0.080225	0.031807
14.218081	-0.100935	0.008743
14.217852	-0.094532	-0.030198
14.217622	-0.055948	-0.050138
14.217393	-0.019211	-0.030929
14.217164	-0.016375	0.002779
14.216934	-0.035966	0.014368
14.216705	-0.043432	0.003751
14.216476	-0.031072	0.000513
14.216246	-0.023528	0.017307
14.216017	-0.037931	0.034414
14.215788	-0.061302	0.030456
14.215558	-0.070322	0.008955
14.215329	-0.057895	-0.009462
14.215100	-0.036902	-0.009035
14.214870	-0.027257	0.008274
14.214641	-0.038259	0.023594
14.214412	-0.056319	0.018296
14.214182	-0.056585	-0.001966
14.213953	-0.035641	-0.009566
14.213724	-0.020626	0.007764
14.213494	-0.031372	0.025966
14.213265	-0.048544	0.019445
14.213036	-0.042517	0.001900
14.212806	-0.020671	0.005244
14.212577	-0.014890	0.028741
14.212348	-0.029988	0.043388
14.212118	-0.041669	0.042099
14.211889	-0.044785	0.045749
14.211660	-0.061418	0.055558
14.211430	-0.091483	0.043140
14.211201	-0.098810	0.003645
14.210972	-0.067917	-0.022803
14.210742	-0.036041	-0.008788
14.210513	-0.039006	0.016893
